cycle,capacities,Voltage,Current,resistance,SOH
424,0.969400661,3.629070372,-1.099653771,0.094819844,0.881273328
425,0.969844969,3.636068936,-1.099732366,0.093839727,0.881677245
426,0.969942623,3.604000538,-1.099749088,0.09238857,0.881766021
427,0.970236233,3.640691676,-1.099767483,0.09238857,0.882032939
428,0.970538772,3.642578838,-1.099688888,0.093198992,0.882307974
429,0.970543521,3.644467504,-1.099730694,0.09238857,0.882312291
430,0.970305311,3.645073078,-1.099727349,0.093114808,0.882095737
431,0.969513853,3.644735815,-1.099737383,0.093839727,0.88137623
432,0.969229345,3.641412664,-1.099708954,0.094648689,0.881117587
433,0.968956321,3.640712656,-1.099730694,0.094648689,0.880869383
434,0.968709792,3.640032137,-1.099722332,0.0939245,0.880645266
435,0.968626616,3.639093799,-1.099757449,0.093114808,0.880569651
436,0.968496302,3.639580954,-1.099737383,0.0939245,0.880451183
437,0.968373189,3.63953299,-1.099734038,0.094009422,0.880339263
438,0.968210497,3.639297653,-1.099740727,0.09456335,0.880191361
439,0.968062735,3.639111784,-1.099739055,0.0939245,0.880057031
440,0.950677631,3.638714563,-1.099725677,0.095630273,0.864252392
441,0.944216148,3.613515287,-1.099537818,0.100311436,0.858378316
442,0.942054232,3.617470407,-1.099504845,0.099323183,0.856412938
443,0.941696905,3.603722454,-1.099547846,0.098604515,0.856088095
444,0.935099582,3.603412562,-1.099589126,0.098061554,0.850090529
445,0.951306971,3.607118655,-1.099559803,0.094734199,0.864824519
446,0.952675671,3.627729162,-1.099709901,0.096093163,0.866068791
447,0.944277432,3.63484908,-1.099774645,0.097163275,0.858434029
448,0.943345996,3.614598088,-1.099582246,0.097972974,0.857587269
449,0.950378717,3.60980627,-1.099563326,0.098782666,0.863980652
450,0.952777484,3.615263959,-1.099638342,0.094734199,0.866161349
451,0.953148663,3.630520926,-1.099701382,0.097708173,0.866498784
452,0.941981787,3.633106517,-1.099757607,0.097972974,0.856347079
453,0.9345537,3.60852969,-1.099578806,0.096527979,0.849594273
454,0.933766616,3.605384613,-1.099526809,0.101029217,0.848878742
455,0.933488874,3.603785987,-1.099516389,0.0940945,0.848626249
456,0.925815349,,,0.097163275,0.841650318
457,0.932064534,3.616392842,-1.099651841,0.097972974,0.847331395
458,0.934399146,3.611267648,-1.099608815,0.095803514,0.849453769
459,0.942825163,3.605691263,-1.099570223,0.094734199,0.857113785
460,0.944075775,3.618804005,-1.099644895,0.09490566,0.858250705
461,0.93417022,3.629018255,-1.099700928,0.096527979,0.849245654
462,0.932905456,3.632905054,-1.099704368,0.098871976,0.848095869
463,0.932788394,3.612658576,-1.099577169,0.098782666,0.847989449
464,0.932048035,3.605359701,-1.099573696,0.098061554,0.847316396
465,0.925898651,3.605344137,-1.099551121,0.097339138,0.841726046
466,0.935160187,3.599860262,-1.099568486,0.096615411,0.850145625
467,0.94155377,3.605215001,-1.099528158,0.095543891,0.855957973
468,0.940892856,3.622116433,-1.099648368,0.0940945,0.855357142
469,0.925918178,3.622478072,-1.099716408,0.098871976,0.841743799
470,0.925919731,3.620510776,-1.099673407,0.100311436,0.84174521
471,0.924649448,3.607272366,-1.099552705,0.098871976,0.840590408
472,0.924065079,3.608119518,-1.099587774,0.099592358,0.840059163
473,0.923905023,3.602293197,-1.099538678,0.101120397,0.839913657
474,0.932850852,3.600474733,-1.099517637,0.096353583,0.848046229
475,0.933658977,3.599184367,-1.099542185,0.097251125,0.848780888
476,0.924349442,3.617312787,-1.09966226,0.098961458,0.840317674
477,0.923468616,3.622242522,-1.099665733,0.098782666,0.839516924
478,0.923947258,3.605133272,-1.099557966,0.098782666,0.839952053
479,0.92362808,3.601552929,-1.099557966,0.098693505,0.839661891
480,0.923425136,3.607074328,-1.099582514,0.097972974,0.839477396
481,0.925416601,3.605128559,-1.09958076,0.097251125,0.841287819
482,0.932079953,3.604614614,-1.099608815,0.097163275,0.847345412
483,0.932338155,3.618544646,-1.099645637,0.095543891,0.847580141
484,0.916784917,3.618884949,-1.099705674,0.099502474,0.833440833
485,0.916806458,3.621523378,-1.099712621,0.097251125,0.833460416
486,0.916805961,3.612209484,-1.099605669,0.097972974,0.833459964
487,0.916817729,3.612336451,-1.099618063,0.098871976,0.833470663
488,0.915766753,3.613045896,-1.099630458,0.097972974,0.83251523
489,0.924356156,3.612176154,-1.099632228,0.097251125,0.840323779
490,0.925041339,3.606984697,-1.099602128,0.097163275,0.840946672
491,0.92526841,3.620201224,-1.099682458,0.097163275,0.8411531
492,0.92524841,3.623882159,-1.099728047,0.096988052,0.841134918
493,0.92519095,3.625458583,-1.099736814,0.095630273,0.841082681
494,0.925084828,3.625804357,-1.099729801,0.096353583,0.840986207
495,0.92501429,3.626065259,-1.099733308,0.095630273,0.840922082
496,0.924757515,3.626475473,-1.099740321,0.095543891,0.84068865
497,0.924803783,3.591626687,-1.099736913,0.094819844,0.840730712
498,0.924389045,3.627729694,-1.099749088,0.094819844,0.840353678
499,0.924307268,3.591603041,-1.099759234,0.095543891,0.840279335
500,0.924123422,3.627211029,-1.09977539,0.094009422,0.840112202
501,0.923545948,3.627091584,-1.099770129,0.095457658,0.839587225
502,0.923351533,3.626510053,-1.099770129,0.096988052,0.839410484
503,0.916832571,3.623772135,-1.099768376,0.097163275,0.833484156
504,0.916038664,3.62305387,-1.099743828,0.097796284,0.832762421
505,0.916840357,3.616374077,-1.099649934,0.097251125,0.833491234
506,0.92371431,3.611744455,-1.099614522,0.097163275,0.839740282
507,0.923720223,3.617938963,-1.099660558,0.096353583,0.839745658
508,0.914420085,3.6202248,-1.099749088,0.097884543,0.831290987
509,0.907612994,3.621361145,-1.099743828,0.099592358,0.825102722
510,0.9076301,3.606116547,-1.099628687,0.098782666,0.825118272
511,0.907026698,3.610980506,-1.099600673,0.097972974,0.824569725
512,0.906355021,3.611195286,-1.099606037,0.100311436,0.82395911
513,0.914081592,3.608012062,-1.099682927,0.098782666,0.830983265
514,0.91469636,3.605215125,-1.099686503,0.097163275,0.831542146
515,0.914875999,3.611766677,-1.099765024,0.096353583,0.831705454
516,0.905256497,3.617000982,-1.099757941,0.097972974,0.822960452
517,0.898454547,3.618862669,-1.099733153,0.098782666,0.816776861
518,0.898388195,3.601089449,-1.099609613,0.101120397,0.816716541
519,0.898034392,3.607905731,-1.099600995,0.100311436,0.816394902
520,0.898233888,3.608109708,-1.09953056,0.098693505,0.816576262
521,0.906146384,3.60459193,-1.099537784,0.097251125,0.82376944
522,0.906467444,3.607008884,-1.099526948,0.095630273,0.824061312
523,0.905123859,3.615165491,-1.09959352,0.099412754,0.822839872
524,0.896771147,3.617194671,-1.099623919,0.098693505,0.815246497
525,0.88922389,3.610183898,-1.099570274,0.098061554,0.808385354
526,0.896624064,3.601616466,-1.099537784,0.099592358,0.815112786
527,0.889222106,3.602533514,-1.099521055,0.098961458,0.808383732
528,0.888775645,3.603461962,-1.099528754,0.100220986,0.807977859
529,0.898138403,3.605030474,-1.099524704,0.098515682,0.816489457
530,0.898467947,3.599765101,-1.09951011,0.097339138,0.816789042
531,0.895861561,3.615435045,-1.099611831,0.098061554,0.814419601
532,0.888001554,3.618625808,-1.099624473,0.101029217,0.80727414
533,0.888899207,3.599970098,-1.09954862,0.100220986,0.808090188
534,0.888800323,3.597905872,-1.099491867,0.100311436,0.808000293
535,0.888200523,3.604817901,-1.099526528,0.098871976,0.807455021
536,0.888813965,3.604886578,-1.099532001,0.099502474,0.808012696
537,0.896120337,3.602629987,-1.099532001,0.098061554,0.814654852
538,0.89619847,3.605359157,-1.099550244,0.096440703,0.814725882
539,0.896360423,3.610128427,-1.099599189,0.097884543,0.814873112
540,0.896360027,3.611373324,-1.099582934,0.098604515,0.814872752
541,0.896224346,3.613495648,-1.099620861,0.097339138,0.814749405
542,0.89647959,3.58243425,-1.099627979,0.097075582,0.814981445
543,0.896587904,3.614371448,-1.099638921,0.097075582,0.815079913
544,0.896599833,3.616043727,-1.099655175,0.097163275,0.815090757
545,0.896587643,3.617049041,-1.099667817,0.095543891,0.815079675
546,0.896644039,3.617599454,-1.099667817,0.095630273,0.815130945
547,0.896742301,3.617926464,-1.099666011,0.097075582,0.815220274
548,0.896468793,3.618716466,-1.09968949,0.096353583,0.81497163
549,0.896474188,3.619668353,-1.09968949,0.097884543,0.814976534
550,0.89644309,3.618816833,-1.099676847,0.096179813,0.814948264
551,0.896501057,3.619190786,-1.099678653,0.095543891,0.815000961
552,0.879988995,3.619801095,-1.099667817,0.098782666,0.799989995
553,0.879170476,3.620278661,-1.099685878,0.099772617,0.799245888
554,0.879718458,3.599028977,-1.09944317,0.101120397,0.799744053
555,0.887363346,3.591879575,-1.099459756,0.098693505,0.806693951
556,0.887585623,3.597689288,-1.099520571,0.096440703,0.806896021
557,0.878870049,3.604306077,-1.099579432,0.099592358,0.798972772
558,0.878169323,3.60684883,-1.0995995,0.099592358,0.798335748
559,0.877973642,3.595743357,-1.099533472,0.099772617,0.798157856
560,0.878217348,3.592487471,-1.099515043,0.098871976,0.798379407
561,0.877997444,3.591646654,-1.099480028,0.099592358,0.798179494
562,0.879028493,3.595642593,-1.099540843,0.099592358,0.799116812
563,0.880122726,3.594684491,-1.099539,0.098782666,0.800111569
564,0.880103767,3.604146546,-1.099603501,0.099592358,0.800094334
565,0.87089416,3.610517908,-1.099616401,0.098871976,0.791721963
566,0.869994055,3.611796476,-1.099579543,0.099682406,0.790903686
567,0.870363326,3.599636174,-1.099525663,0.098782666,0.791239388
568,0.870187871,3.594579335,-1.099521939,0.098782666,0.791079882
569,0.869725895,3.598649836,-1.099520077,0.099592358,0.790659905
570,0.870946237,3.59968958,-1.099516354,0.098693505,0.791769306
571,0.870955717,3.596485244,-1.099548006,0.097972974,0.791777925
572,0.87768963,3.60786231,-1.099596414,0.099502474,0.797899664
573,0.8617314,3.610986538,-1.099605724,0.099682406,0.783392182
574,0.861230512,3.602583856,-1.099599815,0.100492828,0.782936829
575,0.861264579,3.597310039,-1.099532742,0.099592358,0.782967799
576,0.860697308,3.592021773,-1.099519573,0.099682406,0.782452098
577,0.860280855,3.593969462,-1.099540267,0.098239198,0.782073505
578,0.869261217,3.591094305,-1.09952898,0.097972974,0.79023747
579,0.870103303,3.588114594,-1.099515811,0.098061554,0.791003003
580,0.870436377,3.602752056,-1.09957221,0.097075582,0.791305797
581,0.860559738,3.610826325,-1.099628066,0.097251125,0.782327034
582,0.861094794,3.563725995,-1.099590783,0.098782666,0.782813449
583,0.861596158,3.595465221,-1.099553436,0.098061554,0.783269235
584,0.861476047,3.599707974,-1.099585418,0.098061554,0.783160043
585,0.868958543,3.60364382,-1.099624924,0.098604515,0.789962312
586,0.870207059,3.603544325,-1.099600468,0.097163275,0.791097326
587,0.87069488,3.603526437,-1.09963179,0.096353583,0.7915408
588,0.870836168,3.614184198,-1.099676475,0.096353583,0.791669244
589,0.870861152,3.616872834,-1.099693232,0.094734199,0.791691957
590,0.870960678,3.61791258,-1.099682061,0.096353583,0.791782434
591,0.871003209,3.618328139,-1.099683923,0.095630273,0.791821099
592,0.870904373,3.618903917,-1.099696956,0.097075582,0.791731248
593,0.870834731,3.619591519,-1.099706265,0.097075582,0.791667937
594,0.87076508,3.619564813,-1.099719298,0.095630273,0.791604619
595,0.870702103,3.619731709,-1.099708127,0.095630273,0.791547367
596,0.870580367,3.619923633,-1.099700679,0.096988052,0.791436697
597,0.870418432,3.619943658,-1.099724884,0.097075582,0.791289483
598,0.870234996,3.619903609,-1.099711851,0.09626662,0.791122724
599,0.869943074,3.618890568,-1.099715575,0.096353583,0.79085734
600,0.870696449,3.586184214,-1.099727329,0.094819844,0.791542226
601,0.869387624,3.618875548,-1.099737917,0.095543891,0.790352386
602,0.86178955,3.612563664,-1.099639238,0.097251125,0.783445045
603,0.870576962,3.60419735,-1.099624343,0.097075582,0.791433602
604,0.870497908,3.607731439,-1.099609874,0.096353583,0.791361735
605,0.861810944,3.618011047,-1.099706265,0.096353583,0.783464495
606,0.852652081,3.619010731,-1.099669028,0.098604515,0.775138256
607,0.852691301,3.611287865,-1.099671956,0.098061554,0.77517391
608,0.85271185,3.606481647,-1.099642628,0.097251125,0.775192591
609,0.852707438,3.60643564,-1.099692056,0.097884543,0.77518858
610,0.852521465,3.607870458,-1.099722473,0.097884543,0.775019514
611,0.861954792,3.603830132,-1.099730078,0.097075582,0.783595265
612,0.868693865,3.602567419,-1.099722473,0.094819844,0.789721695
613,0.86074698,3.621355136,-1.099826222,0.095543891,0.782497254
614,0.852285922,3.61400896,-1.09981053,0.095543891,0.774805383
615,0.85178665,3.613181589,-1.099794239,0.097163275,0.7743515
616,0.85223205,3.604801444,-1.099726275,0.096353583,0.774756409
617,0.851585878,3.602267514,-1.099750989,0.096615411,0.77416898
618,0.851269621,3.606773043,-1.099724374,0.097251125,0.773881474
619,0.860229525,3.603281423,-1.099728176,0.096179813,0.782026841
620,0.860758898,3.602257287,-1.099714869,0.097075582,0.782508089
621,0.860087559,3.61439573,-1.099801764,0.096353583,0.781897781
622,0.843549327,3.61832315,-1.099784832,0.097075582,0.766863025
623,0.842245257,3.616633467,-1.09982622,0.097251125,0.765677507
624,0.870463736,3.608201882,-1.099733718,0.0939245,0.791330669
625,0.859884596,3.600656976,-1.099716426,0.096179813,0.781713269
626,0.833305175,,,0.099412754,0.757550159
627,0.815995042,3.629211202,-1.099920381,0.101120397,0.741813675
628,0.83230627,3.622070129,-1.099929693,0.096527979,0.756642064
629,0.832356115,3.599901304,-1.099733553,0.097339138,0.756687377
630,0.825301975,3.591492904,-1.099675657,0.098061554,0.750274522
631,0.805853829,3.601365241,-1.099799579,0.101303257,0.73259439
632,0.788450063,3.613797457,-1.099851168,0.103734531,0.716772785
633,0.788066026,3.58034127,-1.099664807,0.103640832,0.71642366
634,0.779285091,3.535403155,-1.099651466,0.103828415,0.708440992
635,0.779270212,3.576764662,-1.099611584,0.106686853,0.708427465
636,0.788524862,3.567958442,-1.099640317,0.102831133,0.716840784
637,0.796377548,3.573393515,-1.099622459,0.101211749,0.723979589
638,0.788201752,3.56646406,-1.099595473,0.100492828,0.716547047
639,0.770117536,3.589016462,-1.099714199,0.105260216,0.700106851
640,0.770102251,3.587546801,-1.099747059,0.105260216,0.700092956
641,0.760908928,3.586312237,-1.099710095,0.105355382,0.691735389
642,0.760913473,3.567848876,-1.099612587,0.106069915,0.691739521
643,0.751740478,3.564646929,-1.099597887,0.105450734,0.683400434
644,0.769131138,3.567498861,-1.099559987,0.105260216,0.699210125
645,0.770167483,3.564274479,-1.099568486,0.10354729,0.700152257
646,0.770184884,3.55297937,-1.099555586,0.102831133,0.700168077
647,0.75177021,3.563754672,-1.099669287,0.10454496,0.683427464
648,0.742565292,3.578275453,-1.099696588,0.106069915,0.675059356
649,0.742578297,3.586155146,-1.099711288,0.106165811,0.675071179
650,0.742547636,3.564513726,-1.099602887,0.106069915,0.675043305
651,0.742561702,3.554636002,-1.099553255,0.10454496,0.675056092
652,0.742575102,3.557916627,-1.099559782,0.107689299,0.675068275
653,0.733380425,3.553426737,-1.099529319,0.106165811,0.666709477
654,0.733375589,3.551277362,-1.099540199,0.107689299,0.666705081
655,0.733367219,3.544341633,-1.099559782,0.106261894,0.666697472
656,0.724222965,3.546418536,-1.09951783,0.106165811,0.658384514
657,0.724205217,3.543034728,-1.099515627,0.106976241,0.658368379
658,0.733406148,3.544385087,-1.099502412,0.106783137,0.666732862
659,0.742605695,3.548007085,-1.099539501,0.103922457,0.675096086
660,0.742614889,3.546771965,-1.099503826,0.102113679,0.675104444
661,0.742159412,3.548562535,-1.099555271,0.104356252,0.674690375
662,0.742637399,3.559032274,-1.099603301,0.10229867,0.675124909
663,0.74210632,3.565025953,-1.099618533,0.105260216,0.674642109
664,0.742643485,3.556075424,-1.099655523,0.10454496,0.675130441
665,0.742634469,3.559886559,-1.09964682,0.103640832,0.675122245
666,0.742524386,3.556894598,-1.099644644,0.103734531,0.675022169
667,0.742658588,3.563713312,-1.099655523,0.103017256,0.675144171
668,0.742636031,3.56609283,-1.099642468,0.103640832,0.675123665
669,0.742555449,3.562289494,-1.099653347,0.10354729,0.675050408
670,0.742331948,3.568392392,-1.099681635,0.102831133,0.674847225
671,0.742046464,3.564992793,-1.099644644,0.102206096,0.674587694
672,0.733474229,3.564134601,-1.099675107,0.10229867,0.666794754
673,0.770158923,3.561926715,-1.099653347,0.099682406,0.700144476
674,0.760903304,3.55967592,-1.099664227,0.099772617,0.691730276
675,0.742667628,3.587245046,-1.099679787,0.103017256,0.675152389
676,0.742646548,3.580158326,-1.099689596,0.102924109,0.675133226
677,0.742449486,3.537672302,-1.099658787,0.10229867,0.674954079
678,0.742069989,3.573040267,-1.09969469,0.10507039,0.674609081
679,0.733477292,3.567120707,-1.099662051,0.102924109,0.666797538
680,0.733493271,3.558729956,-1.099679459,0.102924109,0.666812065
681,0.733495748,3.567489333,-1.099663192,0.104356252,0.666814317
682,0.724328976,3.521300292,-1.099660096,0.101929359,0.658480887
683,0.724331125,3.569199015,-1.099694027,0.10354729,0.658482841
684,0.724249502,3.567787444,-1.099696229,0.10354729,0.658408638
685,0.724024208,3.569761738,-1.099691117,0.103640832,0.658203826
686,0.715090287,3.56164547,-1.099693347,0.103640832,0.650082079
687,0.715081993,3.553942904,-1.099564027,0.102924109,0.65007454
688,0.723901054,3.562669191,-1.099582031,0.10354729,0.658091868
689,0.724334303,3.510966695,-1.099573959,0.101211749,0.65848573
690,0.715125055,3.557318863,-1.099573001,0.10454496,0.650113686
691,0.705955721,3.558845441,-1.099588553,0.105974175,0.641777928
692,0.705934394,3.573421157,-1.099706725,0.105260216,0.64175854
693,0.705928574,3.555090919,-1.099642985,0.107495092,0.64175325
694,0.696781993,3.557241352,-1.099641641,0.106879607,0.633438175
695,0.696772948,3.550763882,-1.099609636,0.106879607,0.633429953
696,0.696751875,3.552265858,-1.099631002,0.105450734,0.633410796
697,0.696755882,3.54824362,-1.099612479,0.106686853,0.633414438
698,0.696788107,3.494347822,-1.099568486,0.106069915,0.633443734
699,0.696759232,3.54290762,-1.099580063,0.105974175,0.633417484
700,0.687582369,3.546948531,-1.099600902,0.107689299,0.625074881
701,0.687570361,3.549368519,-1.099635633,0.106069915,0.625063965
702,0.678381749,3.546203445,-1.099600902,0.109111555,0.616710681
703,0.678402825,3.546667053,-1.099584905,0.108498991,0.616729841
704,0.678389308,3.541846226,-1.099566141,0.108401068,0.616717552
705,0.678386214,3.537721543,-1.099525712,0.107073054,0.61671474
706,0.678381557,3.531508107,-1.099556604,0.107689299,0.616710507
707,0.678411907,3.526351188,-1.099530465,0.108498991,0.616738097
708,0.669214087,3.530200243,-1.099532841,0.107786663,0.608376443
709,0.669215487,3.487385591,-1.099547416,0.109111555,0.608377715
710,0.669223088,3.529173544,-1.099573239,0.108597092,0.608384625
711,0.669230593,3.535334524,-1.09952755,0.107689299,0.608391448
712,0.669215531,3.528554742,-1.09952755,0.108498991,0.608377756
713,0.660065972,3.526057393,-1.099534774,0.109407514,0.600059974
714,0.660041162,3.522288685,-1.09955163,0.107884213,0.60003742
715,0.66004937,3.519670455,-1.09952755,0.108498991,0.600044882
716,0.660051102,3.528903658,-1.099553843,0.10930869,0.600046456
717,0.660036669,3.526298178,-1.099519675,0.108498991,0.600033335
718,0.69664967,3.530592522,-1.099534318,0.103734531,0.633317882
719,0.678396426,3.531163499,-1.099529437,0.106783137,0.616724023
720,0.669226199,3.533753672,-1.099512353,0.106879607,0.608387454
721,0.669208112,3.548737578,-1.099547648,0.107786663,0.608371011
722,0.660051015,3.544633627,-1.099551852,0.107884213,0.600046377
723,0.660034773,3.536260503,-1.099544406,0.108498991,0.600031612
724,0.660043401,3.52543143,-1.09951551,0.109407514,0.600039455
725,0.66006479,3.528271433,-1.099534318,0.109210029,0.6000589
726,0.660067568,3.523872076,-1.099514794,0.108695373,0.600061425
727,0.660062905,3.517449144,-1.099517234,0.106261894,0.600057186
728,0.650902624,3.517061933,-1.099561165,0.107884213,0.591729658
729,0.6417156,3.520693425,-1.099558724,0.109111555,0.583377818
730,0.641700485,3.524707752,-1.099556283,0.109407514,0.583364077
731,0.63253703,3.52081081,-1.09957096,0.108695373,0.575033663
732,0.632521336,3.518943856,-1.099533369,0.110118382,0.575019396
733,0.623372542,3.508909182,-1.099508286,0.111028366,0.566702311
734,0.623343967,3.507589344,-1.099520156,0.111737773,0.566676333
735,0.623363582,3.498838388,-1.099479457,0.110217944,0.566694166
736,0.623378625,3.505600429,-1.099519466,0.110827953,0.566707841
737,0.623357314,3.501382147,-1.099460125,0.110118382,0.566688468
738,0.63251477,3.503976948,-1.099503985,0.109919794,0.575013428
739,0.623312083,3.511495382,-1.099527206,0.109605715,0.566647348
740,0.614135651,3.511819155,-1.099496245,0.111838795,0.558305137
741,0.614144638,3.50618937,-1.09947437,0.112445883,0.558313308
742,0.614131083,3.496969604,-1.099421425,0.111128852,0.558300985
743,0.60496314,3.497951203,-1.099390502,0.112649217,0.549966491
744,0.604977398,3.49404249,-1.099408824,0.111838795,0.549979453
745,0.604981476,3.489971883,-1.099387884,0.112445883,0.54998316
746,0.614168858,3.499264026,-1.099387884,0.110417612,0.558335325
747,0.604973453,3.496097726,-1.099409131,0.112445883,0.549975867
748,0.604999561,3.502408897,-1.099411787,0.112445883,0.549999601
749,0.595813781,3.496904812,-1.099448085,0.112547465,0.541648891
750,0.595808669,3.504001568,-1.099414443,0.112649217,0.541644245
751,0.586632513,3.496764327,-1.09944897,0.113357157,0.533302285
752,0.586635556,3.49230187,-1.099409449,0.111940011,0.533305051
753,0.586617167,3.48716502,-1.09941484,0.113562331,0.533288334
754,0.586640008,3.490130031,-1.099387884,0.114063807,0.533309099
755,0.577461815,3.48625704,-1.099387884,0.113562331,0.524965287
756,0.577455722,3.481665373,-1.099363257,0.113459647,0.524959747
757,0.577453709,3.478609168,-1.099393357,0.114166848,0.524957917
758,0.59584867,3.482379781,-1.099362878,0.112445883,0.541680609
759,0.6050331,3.477575515,-1.099373992,0.110827953,0.550030091
760,0.605037642,3.43277286,-1.099376356,0.110928074,0.55003422
761,0.605031006,3.501626,-1.099471446,0.112344489,0.550028187
762,0.605036133,3.503473054,-1.099504744,0.111737773,0.550032848
763,0.605038677,3.508441522,-1.099515368,0.110928074,0.550035161
764,0.605057359,3.51076982,-1.0995074,0.111536257,0.550052144
765,0.605047996,3.51057222,-1.099512712,0.110018991,0.550043633
766,0.605060293,3.510536509,-1.099539271,0.110928074,0.550054812
767,0.595870728,3.509574718,-1.099557863,0.111636922,0.541700662
768,0.586715364,3.508517697,-1.099539271,0.112649217,0.533377603
769,0.577538605,3.507005969,-1.099560518,0.114063807,0.525035095
770,0.568354275,3.498190168,-1.099525357,0.112751171,0.516685705
771,0.559178593,3.48150349,-1.099541122,0.116490699,0.508344175
772,0.559195408,3.473802332,-1.099521252,0.115080498,0.508359462
773,0.550028027,3.470686726,-1.099489473,0.114872769,0.500025479
774,0.550035568,3.472341643,-1.099491085,0.114270069,0.500032335
775,0.550004738,3.461605795,-1.099516886,0.116490699,0.500004307
776,0.550031045,3.464770229,-1.099507315,0.11437349,0.500028223
777,0.550017021,3.461177418,-1.09951314,0.11437349,0.500015474
778,0.540876889,3.453811607,-1.099454882,0.117299661,0.491706263
779,0.540872452,3.460947644,-1.099507315,0.115681738,0.491702229
780,0.540870662,3.457519312,-1.099510227,0.11578624,0.491700602
781,0.531689636,3.455655489,-1.099532958,0.117405631,0.483354215
782,0.522521965,3.463651591,-1.099527037,0.117511779,0.475019968
783,0.522524862,3.461812465,-1.099532958,0.118108623,0.475022602
784,0.531709227,3.444189068,-1.099499255,0.116595931,0.483372024
785,0.531718304,3.44979841,-1.099498082,0.117405631,0.483380276
786,0.531684895,3.449990479,-1.099501143,0.11518465,0.483349905
787,0.53171379,3.453502905,-1.099532366,0.115995809,0.483376172
788,0.540892113,3.457744304,-1.099553436,0.115080498,0.491720102
789,0.531713322,3.457919681,-1.099490225,0.115890928,0.483375747
790,0.531710902,3.460169888,-1.099541396,0.11578624,0.483373547
791,0.522529573,3.463702014,-1.099562565,0.117299661,0.475026884
792,0.522538613,3.468779516,-1.099562466,0.117299661,0.475035103
793,0.52253559,3.458658961,-1.099541396,0.117405631,0.475032355
794,0.513355108,3.458940837,-1.099510326,0.117405631,0.466686462
795,0.504187917,3.45420226,-1.09952257,0.119510829,0.458352652
796,0.495030976,3.447279579,-1.09952257,0.118917584,0.45002816
797,0.495023435,3.44577918,-1.099521779,0.118810363,0.450021305
798,0.495012041,3.434194895,-1.099505117,0.115890928,0.450010946
799,0.495012964,3.438371015,-1.099513661,0.119025014,0.450011786
800,0.495054851,3.440943846,-1.099497535,0.119025014,0.450049864
801,0.485891598,3.436812869,-1.09948786,0.117405631,0.441719635
802,0.485885778,3.424486416,-1.099478185,0.119025014,0.441714344
803,0.495048651,3.422419484,-1.099581386,0.11437349,0.450044228
804,0.467547545,3.424953374,-1.099591472,0.117405631,0.425043222
805,0.45839344,3.418698684,-1.099565203,0.117511779,0.416721309
806,0.44921228,,,0.118322201,0.4083748
807,0.430880644,3.424509547,-1.099574936,0.118429288,0.391709677
808,0.421690804,3.409488876,-1.099558263,0.119943053,0.383355277
809,0.42170006,3.401338541,-1.099589325,0.121454097,0.383363691
810,0.403369245,3.389634247,-1.099523336,0.119240448,0.366699314
811,0.394183455,3.374373153,-1.099534623,0.120753482,0.358348596
812,0.394183456,3.376202406,-1.099526218,0.120862767,0.358348597
813,0.394200005,3.38017699,-1.099505668,0.120644405,0.358363641
814,0.394191016,3.369126527,-1.099541003,0.121454097,0.358355469
815,0.394183245,3.366279756,-1.099504272,0.120644405,0.358348405
816,0.394186535,3.364365917,-1.099496245,0.119943053,0.358351395
817,0.385033605,3.365678973,-1.099540393,0.120535515,0.35003055
818,0.37586618,3.378950029,-1.099512299,0.121344477,0.341696528
819,0.375866214,3.378759363,-1.099504272,0.119943053,0.341696558
820,0.366675627,3.373150905,-1.099496245,0.122851528,0.333341479
821,0.256677191,3.383149315,-1.099556172,0.120862767,0.233342901
822,0.357517223,3.382246877,-1.099543286,0.121454097,0.325015657
823,0.357541323,3.363456837,-1.099539086,0.122153439,0.325037566
824,0.357551843,3.368346765,-1.099491085,0.120972238,0.32504713
825,0.348383066,3.366174564,-1.099581701,0.122374333,0.316711878
826,0.339208712,3.35659961,-1.099603726,0.120862767,0.308371557
827,0.348375175,3.348050438,-1.099593397,0.120862767,0.316704704
828,0.34837515,3.339918469,-1.099600737,0.120753482,0.316704681
829,0.35755797,3.366809148,-1.099605533,0.121344477,0.3250527
830,0.3575414,3.357693511,-1.099582031,0.120644405,0.325037636
831,0.348374927,3.367167884,-1.099582031,0.120644405,0.316704479
832,0.339218163,3.344159595,-1.09961208,0.121454097,0.308380148
833,0.330024515,3.362861808,-1.09962575,0.122851528,0.300022286
834,0.33002747,3.360840216,-1.099581701,0.120862767,0.300024973
835,0.320859977,3.368661278,-1.099586546,0.122263789,0.291690889
836,0.320863036,3.360055612,-1.099610164,0.123184755,0.291693669
837,0.311695341,3.347311948,-1.099554228,0.121784128,0.283359401
838,0.311692338,3.337649929,-1.099558981,0.123073488,0.283356671
839,0.311701359,3.346195917,-1.099539199,0.123073488,0.283364872
840,0.302523671,3.336937814,-1.099553843,0.121673927,0.275021519
841,0.311695377,3.348224103,-1.099548419,0.122374333,0.283359434
842,0.311707401,3.342112925,-1.099543403,0.123184755,0.283370364
843,0.311687398,3.333276663,-1.099573503,0.123073488,0.28335218
844,0.302521672,3.343402495,-1.099553006,0.123073488,0.275019702
845,0.302529891,3.328986704,-1.099543403,0.122374333,0.275027173
846,0.302530392,3.33354648,-1.09959357,0.123073488,0.275027629
847,0.293367482,3.338173694,-1.099553436,0.1229624,0.266697711
